20240526		Cartographer	``Wood'' (singular) in a bird's name is not a geography term for the \textbf{Cartographer} bonus card, so birds such as \textbf{Wood Stork} and woodswallows do not count.	https://stonemaiergames.com/games/wingspan/rules/comment-page-69/#comment-69544
20241104		Cartographer	\textbf{Red Junglefowl} counts toward the \textbf{Cartographer} bonus card, since ``jungle'' appears in its name.	https://stonemaiergames.com/games/wingspan/wingspan-asia/comment-page-20/#comment-98217
02c		Cartographer	The only keywords that qualify a bird to count toward this bonus card are those listed thereon, including \textit{prairie} (which is printed on this bonus card only in newer printings), and those in the relevant sections of the expansion rulebooks.	https://www.stonemaiergames.com/games/wingspan/rules/
20201230a		Cartographer	\textbf{Cartographer} awards a flat bonus for the tier reached, not points per qualifying bird: at least 2 qualifying birds scores 3 points, at least 4 scores 7 points.	https://stonemaiergames.com/games/wingspan/rules/comment-page-29/#comment-43330
20200229		Cartographer	On this bonus card ``name'' refers only to the common name, not the scientific name.	https://www.boardgamegeek.com/thread/2379284/article/34170036#34170036
02d		Greater Prairie Chicken	This bird counts toward the \textbf{Cartographer} bonus card. (In early printings that bonus card did list include the keyword \textit{prairie}.)	https://www.stonemaiergames.com/games/wingspan/rules/
02e		Photographer	The 3-point bonus applies when there are 4--5 qualifying birds on your player mat, not 2--3. (This misprint was corrected in the third printing, and a corrected card is available in the update pack.)	https://www.stonemaiergames.com/games/wingspan/rules/
20230529		Photographer	\textbf{Baya Weaver} does not count toward the \textbf{Photographer} bonus card. That card looks for colors as words or as part of compound words, and ``Baya'' is its own word, not a compound of ``bay'' and ``a''.	https://stonemaiergames.com/games/wingspan/rules/comment-page-59/#comment-60794
20210401		Photographer	\textit{Rainbow} is not a color and does not count toward this bonus card.	https://stonemaiergames.com/games/wingspan/wingspan-oceania-expansion/comment-page-32/#comment-45517
20220521		Photographer	\textit{Redstart} and \textit{yellowthroat} both count toward this bonus card; a full list of qualifying colors appears on page 4 of the Appendix.	https://stonemaiergames.com/games/wingspan/rules/comment-page-47/#comment-52687
20191203b		Photographer	The only keywords that qualify a bird to count toward this bonus card are those listed thereon, those in the relevant sections of the expansion rulebooks (excluding \textit{honey} in the \textit{European Expansion} rulebook---see \textbf{Honey}), and \textit{violet}. (\textit{Violet} currently occurs only on the \textbf{Violet-Green Swallow}, which already contains another keyword for this bonus card.) Substrings of bird names that coincide with color names do not count toward this bonus when not referring to colors (e.g., the \textit{red} in \textbf{Barred Owl}), but see \textbf{Northern Bobwhite}.	https://www.facebook.com/groups/wingspanboardgame/permalink/373729773330631/?comment_id=373775476659394&reply_comment_id=373779623325646
20220610		Photographer	The point values on this bonus card are totals, not per-bird: if you have the number of qualifying birds shown, you gain that number of points in total.	https://stonemaiergames.com/games/wingspan/rules/comment-page-47/#comment-53061
20200229		Photographer	On this bonus card ``name'' refers only to the common name, not the scientific name.	https://www.boardgamegeek.com/thread/2379284/article/34170036#34170036
02f		Spotted Sandpiper	This bird is worth 5 points, not 4. (This misprint was corrected in the third printing, and a corrected card is available in the update pack.)	https://www.stonemaiergames.com/games/wingspan/rules/
02g	Rerolling dice		Regular reroll rules apply whenever you have the opportunity to gain food from the birdfeeder.	https://www.stonemaiergames.com/games/wingspan/rules/
03a	Powers		Only powers of birds played on a player mat can be used. In particular, birds with the power ``This bird counts double toward the end-of-round goal, if it qualifies for the goal." (e.g., \textbf{Cetti's Warbler}) does not count double toward the \textbf{[card] in hand} end-of-round goal.	https://www.stonemaiergames.com/games/wingspan/wingspan-european-expansion/
20230827a		Common Blackbird	Although \textbf{Common Blackbird} is placed sideways and covers 2 [forest] spaces, playing it still only allows you to place 1 duet token on the duet map.	https://stonemaiergames.com/games/wingspan/rules/comment-page-60/#comment-62533
03b		Common Blackbird	If a bird (e.g., \textbf{Common Buzzard}) is played on top of this one, the top bird is also placed horizontally and occupies both columns.	https://www.stonemaiergames.com/games/wingspan/wingspan-european-expansion/
20201104		Common Blackbird	The \textbf{white \& no powers} end-of-round goal counts both birds with ``when played'' powers (white cards, e.g. \textbf{Common Blackbird}) and birds with no powers at all (e.g. \textbf{American Woodcock}, \textbf{Wild Turkey}). \textbf{Common Blackbird}, though placed sideways across 2 [forest] spaces, still counts as only 1 bird for goals and bonus cards that count birds.	https://stonemaiergames.com/games/wingspan/rules/comment-page-26/#comment-42388
20200405		Common Buzzard	\textbf{Common Buzzard} counts toward the \textbf{Falconer} bonus card despite the specification of brown powers in that bonus card's entry in the Appendix.	https://www.boardgamegeek.com/thread/2153031/article/34459426#34459426
03b		Common Buzzard	If \textbf{Common Buzzard} is played on top of a horizontal bird (e.g., \textbf{Common Blackbird}), it is also placed horizontally and occupies both columns.	https://www.stonemaiergames.com/games/wingspan/wingspan-european-expansion/
2020022b		Common Buzzard	In games where the Automa has drawn the \textbf{Citizen Scientist} bonus card, this bird qualifies for that bonus card.	https://www.facebook.com/groups/wingspanboardgame/permalink/507078829995724/?comment_id=507188399984767
20200405		Eurasian Hobby	\textbf{Eurasian Hobby} counts toward the \textbf{Falconer} bonus card despite the specification of brown powers in that bonus card's entry in the Appendix.	https://www.boardgamegeek.com/thread/2153031/article/34459426#34459426
03b		Eurasian Hobby	If \textbf{Eurasian Hobby} is played on top of a horizontal bird (e.g., \textbf{Common Blackbird}), it is also placed horizontally and occupies both columns.	https://www.stonemaiergames.com/games/wingspan/wingspan-european-expansion/
2020022b		Eurasian Hobby	In games where the Automa has drawn the \textbf{Citizen Scientist} bonus card, this bird qualifies for that bonus card.	https://www.facebook.com/groups/wingspanboardgame/permalink/507078829995724/?comment_id=507188399984767
03b		European Roller	If a bird (e.g., \textbf{Common Buzzard}) is played on top of this one, the top bird is also placed horizontally and occupies both columns.	https://www.stonemaiergames.com/games/wingspan/wingspan-european-expansion/
03b		Grey Heron	If a bird (e.g., \textbf{Common Buzzard}) is played on top of \textbf{Grey Heron}, the top bird is also placed horizontally and occupies both columns.	https://www.stonemaiergames.com/games/wingspan/wingspan-european-expansion/
20220830		Grey Heron	\textbf{Grey Heron} fills two [wetland] spaces and helps fill two columns, but it still counts as only a single bird (e.g., for the \textbf{birds in one row} end-of-round goal) and counts once toward goals and scoring that count birds in a habitat.	https://stonemaiergames.com/games/wingspan/rules/comment-page-49/#comment-54635
20201011		Long-Tailed Tit	When scoring the \textbf{Site Selection Expert} bonus card, \textbf{Long-Tailed Tit}'s [star] nest can count as a different nest type in each of the two columns it occupies.	https://www.boardgamegeek.com/thread/2519302/article/36010930#36010930
03b		Long-Tailed Tit	If a bird (e.g., \textbf{Common Buzzard}) is played on top of this one, the top bird is also placed horizontally and occupies both columns.	https://www.stonemaiergames.com/games/wingspan/wingspan-european-expansion/
03c		Montagu's Harrier	Even when using this bird's power to play it on top of another bird, this bird may only be played in [grassland].	https://www.stonemaiergames.com/games/wingspan/wingspan-european-expansion/
03b		Montagu's Harrier	If this bird is played on top of a horizontal one (e.g., \textbf{Common Blackbird}), it is also placed horizontally and occupies both columns.	https://www.stonemaiergames.com/games/wingspan/wingspan-european-expansion/
20200405		Montagu's Harrier	This bird counts toward the \textbf{Falconer} bonus card despite the specification of brown powers in that bonus card's entry in the Appendix.	https://www.boardgamegeek.com/thread/2153031/article/34459426#34459426
2020022b		Montagu's Harrier	In games where the Automa has drawn the \textbf{Citizen Scientist} bonus card, this bird qualifies for that bonus card.	https://www.facebook.com/groups/wingspanboardgame/permalink/507078829995724/?comment_id=507188399984767
20260324		Red Kite	With \textbf{Garden Warbler}, the additional bird is played first and completely, including its own ``when played'' power, and only then is 1 [egg] laid on both birds. If the additional bird is \textbf{Red Kite} (or a similar bird) played on top of \textbf{Garden Warbler}, turning \textbf{Garden Warbler} into a tucked card, the egg laying still takes place.	https://stonemaiergames.com/games/wingspan/rules/comment-page-80/#comment-151361
20240714a		Red Kite	Playing \textbf{Red Kite} on top of another bird in a player's [grassland] still counts as playing a bird in that habitat, so it triggers \textbf{Horned Lark}.	https://stonemaiergames.com/games/wingspan/rules/comment-page-69/#comment-72064
03b		Red Kite	If this bird is played on top of a horizontal one (e.g., \textbf{Common Blackbird}), it is also placed horizontally and occupies both columns.	https://www.stonemaiergames.com/games/wingspan/wingspan-european-expansion/
20200405		Red Kite	This bird counts toward the \textbf{Falconer} bonus card despite the specification of brown powers in that bonus card's entry in the Appendix.	https://www.boardgamegeek.com/thread/2153031/article/34459426#34459426
2020022b		Red Kite	In games where the Automa has drawn the \textbf{Citizen Scientist} bonus card, this bird qualifies for that bonus card.	https://www.facebook.com/groups/wingspanboardgame/permalink/507078829995724/?comment_id=507188399984767
20190117		Great Crested Flycatcher	When using this bird's power, if all [die] in the birdfeeder show the same face you may reroll before taking food.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-30543
20190117		Indigo Bunting	When using this bird's power, if all [die] in the birdfeeder show the same face you may reroll before taking food.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-30543
20190117		Rose-Breasted Grosbeak	When using this bird's power, if all [die] in the birdfeeder show the same face you may reroll before taking food.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-30543
20190117		Western Tanager	When using this bird's power, if all [die] in the birdfeeder show the same face you may reroll before taking food.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-30543
20190122	Sets of [egg][egg][egg] in [forest][grassland][wetland]		A player's score for this goal tile is the minimum of the counts of eggs in each of their habitats.	https://www.boardgamegeek.com/thread/2134349/article/31052545#31052545
20210199a		Gray Catbird	When \textbf{Gray Catbird} repeats the power of a bird with a ``copy'' power (e.g., the \textbf{Superb Lyrebird}), it repeats the copying power printed on that bird and not any powers that bird copied earlier in the turn.	https://www.facebook.com/groups/wingspanboardgame/permalink/714240602612878/?comment_id=714367625933509&reply_comment_id=715341599169445
20190127		Gray Catbird	\textbf{Gray Catbird} may repeat the brown power of any bird in the habitat, whether it is to the left or right.	https://www.boardgamegeek.com/thread/2139859/article/31096068#31096068
20210199a		Hooded Merganser	\textbf{Hooded Merganser} cannot copy the power of a bird with a ``copy'' power that is not a predator power, even if that bird copied a predator power earlier in the turn.	https://www.facebook.com/groups/wingspanboardgame/permalink/714240602612878/?comment_id=714367625933509&reply_comment_id=715341599169445
20220307		Hooded Merganser	When a bird power refers to a characteristic of other birds, only birds currently on your player mat are applicable, not birds in your hand or elsewhere, unless the power specifically says otherwise (such as a power that looks at the top card of the deck). \textbf{Hooded Merganser} therefore repeats the power of a bird with the [predator] icon already played in its habitat, and a bird whose power it repeats may also be activated in its own right during the same turn as the action cube moves along the row.	https://stonemaiergames.com/games/wingspan/rules/comment-page-44/#comment-51041
20190127		Hooded Merganser	\textbf{Hooded Merganser} activates another bird's brown power, and it may activate a bird's power regardless of whether that bird is to the left or right of it.	https://www.boardgamegeek.com/thread/2139859/article/31096068#31096068
20260111		Hooded Merganser	\textbf{Hooded Merganser}'s power is activated as a brown power, so it can only repeat another brown power -- specifically a [predator] power -- and the repeated bird must be in the same habitat.	https://europe.stonemaiergames.com/collections/wingspan-fan-designed-promo-packs
20230918		Northern Mockingbird	When \textbf{Northern Mockingbird} repeats the power of \textbf{Eurasian Nuthatch}, the [seed] gained is cached on \textbf{Northern Mockingbird} but cannot later be spent; it is only copying the power when activated, so the [seed] simply remains cached food worth 1 VP at the end of the game.	https://stonemaiergames.com/games/wingspan/rules/comment-page-61/#comment-63050
20240110		Northern Mockingbird	Copy powers act as if the copied text were printed on the copying bird. So if \textbf{Superb Lyrebird} copies the \textbf{Northern Mockingbird}'s power, you then repeat a brown power on another bird in \textbf{Superb Lyrebird}'s own habitat ([forest]).	https://stonemaiergames.com/games/wingspan/rules/comment-page-65/#comment-65976
20210199a		Northern Mockingbird	When \textbf{Northern Mockingbird} repeats the power of a bird with a ``copy'' power (e.g., the \textbf{Superb Lyrebird}), it repeats the copying power printed on that bird and not any powers that bird copied earlier in the turn.	https://www.facebook.com/groups/wingspanboardgame/permalink/714240602612878/?comment_id=714367625933509&reply_comment_id=715341599169445
20190127		Northern Mockingbird	\textbf{Northern Mockingbird} may repeat the brown power of any bird in the habitat, whether it is to the left or right.	https://www.boardgamegeek.com/thread/2139859/article/31096068#31096068
20190309		House Wren	If you use \textbf{House Wren}'s power to play another bird with a ``play a second bird'' power, you may then use the latter bird's power to play yet another bird.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-31474
20190128		House Wren	The additional bird must be played in the same habitat as \textbf{House Wren}.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-30838
20190203		Brewer's Blackbird	If this bird already has the maximum number of [egg] on it, you may still use its power to tuck a [card].	https://www.boardgamegeek.com/thread/2144148/article/31158388#31158388
20190203		Bushtit	If this bird already has the maximum number of [egg] on it, you may still use its power to tuck a [card].	https://www.boardgamegeek.com/thread/2144148/article/31158388#31158388
20230225		Common Grackle	\textbf{Wilson's Storm Petrel}'s power requires you to end the turn with at least 1 of the [card] you drew with it, but any of the others may be disposed of in other ways during the turn (for example, tucked with \textbf{Common Grackle}) instead of being discarded.	https://stonemaiergames.com/games/wingspan/rules/comment-page-56/#comment-59298
20190203		Common Grackle	If this bird already has the maximum number of [egg] on it, you may still use its power to tuck a [card].	https://www.boardgamegeek.com/thread/2144148/article/31158388#31158388
20190203		Dickcissel	If this bird already has the maximum number of [egg] on it, you may still use its power to tuck a [card].	https://www.boardgamegeek.com/thread/2144148/article/31158388#31158388
20190203		Red-Winged Blackbird	If this bird already has the maximum number of [egg] on it, you may still use its power to tuck a [card].	https://www.boardgamegeek.com/thread/2144148/article/31158388#31158388
20200413		Yellow-Headed Blackbird	There is no limit to the number of [card] that may be tucked behind a bird.	https://stonemaiergames.com/games/wingspan/rules/comment-page-16/#comment-37939
20190203		Yellow-Headed Blackbird	If this bird already has the maximum number of [egg] on it, you may still use its power to tuck a [card].	https://www.boardgamegeek.com/thread/2144148/article/31158388#31158388
20190205	Once between turns		You may use a pink power during another player's turn after your last turn of the game.	https://www.boardgamegeek.com/thread/2145421/article/31177235#31177235
20190309		Downy Woodpecker	If you use this bird's power to play another bird with a ``play a second bird'' power, you may then use the latter bird's power to play yet another bird.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-31474
20190309		Eastern Bluebird	If you use this bird's power to play another bird with a ``play a second bird'' power, you may then use the latter bird's power to play yet another bird.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-31474
20190309		Great Blue Heron	If you use this bird's power to play another bird with a ``play a second bird'' power, you may then use the latter bird's power to play yet another bird.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-31474
20190309		Great Egret	If you use this bird's power to play another bird with a ``play a second bird'' power, you may then use the latter bird's power to play yet another bird.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-31474
20190309		Mountain Bluebird	If you use this bird's power to play another bird with a ``play a second bird'' power, you may then use the latter bird's power to play yet another bird.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-31474
20190309		Red-Eyed Vireo	If you use this bird's power to play another bird with a ``play a second bird'' power, you may then use the latter bird's power to play yet another bird.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-31474
20201230		Ruby-Crowned Kinglet	The ``normal cost'' includes any [egg] required by the column the additional bird is placed in, even if you already paid [egg] to play a bird this turn.	https://stonemaiergames.com/games/wingspan/rules/comment-page-29/#comment-43312
20190309		Ruby-Crowned Kinglet	If you use this power to play another bird with a ``play a second bird'' power, you may then use the latter bird's power to play yet another bird.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-31474
20190309		Savannah Sparrow	If you use this bird's power to play another bird with a ``play a second bird'' power, you may then use the latter bird's power to play yet another bird.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-31474
20260128		Tufted Titmouse	Food cached on this bird may only be spent on the cost of a bird power, not on the cost of playing a bird -- including a bird played via another bird's power, such as \textbf{Tufted Titmouse}.	https://stonemaiergames.com/games/wingspan/rules/comment-page-78/#comment-145297
20190309		Tufted Titmouse	If you use this power to play another bird with a ``play a second bird'' power, you may then use the latter bird's power to play yet another bird.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-31474
20200617		American Oystercatcher	You may take the drawn cards from the deck and/or from the bird tray, despite this bird's entry in the Appendix.	https://www.boardgamegeek.com/thread/2449964/article/35131047#35131047
20201010		American Oystercatcher	You must draw all X+1 cards as instructed, since some of them are allocated to other players.	https://www.facebook.com/groups/wingspanboardgame/permalink/649739262396346/
20250603		American Oystercatcher	The drawn cards are revealed: players look at them before choosing, rather than selecting blind.	https://stonemaiergames.com/games/wingspan/rules/comment-page-74/#comment-125665
20221123		American Oystercatcher	Unless a power specifies that cards must be drawn from the deck or from the bird tray, you may choose where to draw each [card] from: the face-up cards in the bird tray or the top of the deck. On \textbf{Indian Peafowl}, the additional [card] you draw may come from either source, even though the first 2 [card] must come from the deck.	https://stonemaiergames.com/games/wingspan/wingspan-asia/comment-page-14/#comment-57139
20190311		American Oystercatcher	In a game against the Automa, draw 3 [card], keep 2 of them, and discard the other.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-31504
20190313	Once between turns		You may activate each ``once between turns'' power on a bird on your player mat once between each of your turns.	https://www.facebook.com/groups/wingspanboardgame/permalink/312352352801707/?comment_id=312354036134872&reply_comment_id=312437246126551
20220515		Lazuli Bunting	A power may be activated even if its full benefit is not possible; as much of it as possible is implemented. For example, \textbf{Lazuli Bunting}'s power may be used even if another player has no [bowl] bird with an empty nest to lay an [egg] on.	https://stonemaiergames.com/games/wingspan/rules/comment-page-47/#comment-52561
20190406		Lazuli Bunting	If you use \textbf{Lazuli Bunting}'s power to lay 2 [egg], they must be laid on different [bowl]/[star] birds.	https://www.facebook.com/groups/wingspanboardgame/permalink/322004815169794/?comment_id=322006528502956
20240604		Pileated Woodpecker	When \textbf{Pileated Woodpecker}'s power is activated, other players may choose not to lay an [egg].	https://stonemaiergames.com/games/wingspan/rules/comment-page-69/#comment-69695
20231126		Pileated Woodpecker	``May'' indicates a binary option: you may do exactly as instructed, or you may not do it at all. It never licenses substituting a different action. On \textbf{Blue Jay}, you may cache the gained [seed] on this bird or keep it in your personal supply, since you have already gained it. On \textbf{Pileated Woodpecker}, you may lay the additional [egg] on a [cavity] bird or lay no additional [egg] at all.	https://stonemaiergames.com/games/wingspan/rules/comment-page-63/#comment-64583
20190406		Pileated Woodpecker	If you use \textbf{Pileated Woodpecker}'s power to lay 2 [egg], they must be laid on different [cavity]/[star] birds.	https://www.facebook.com/groups/wingspanboardgame/permalink/322004815169794/?comment_id=322006528502956
20190406		Western Meadowlark	If you use this bird's power to lay 2 [egg], they must be laid on different [ground]/[star] birds.	https://www.facebook.com/groups/wingspanboardgame/permalink/322004815169794/?comment_id=322006528502956
20190522		Burrowing Owl	This bird does not count toward the \textbf{Anatomist} bonus card.	https://www.boardgamegeek.com/thread/2207647/article/32048074#32048074
20190601	Rerolling dice		You may only reroll dice when gaining food from the birdfeeder and not when gaining food from the supply.	https://www.boardgamegeek.com/thread/2208584/article/32288825#32288825
20230110		Anatomist	The \textbf{Anatomist} bonus card was reprinted in the Asia expansion with 6 points instead of 7 for 4+ birds. The change was unintentional, but the most recent version of the card is the official one.	https://stonemaiergames.com/games/wingspan/wingspan-asia/comment-page-16/#comment-58045
20190724		Anatomist	Only the keywords listed on the card and in the relevant sections of the expansion rulebooks qualify a bird. Substrings that coincide with body-part names do not count when they do not refer to a body part (e.g., the \textit{wing} in \textbf{Burrowing Owl}).	https://www.facebook.com/groups/wingspanboardgame/permalink/373729773330631/?comment_id=373775476659394&reply_comment_id=373779623325646
20200528		Anatomist	Both ``beak'' and ``head'' are on the \textbf{Anatomist} list, so birds such as \textbf{Blue Grosbeak} and \textbf{Loggerhead Shrike} count. ``Horn'' is not on the list, so \textbf{Horned Lark} does not count; follow the printed list strictly, including the additions in the expansion rulebooks.	https://stonemaiergames.com/games/wingspan/rules/comment-page-19/#comment-38985
20201116		Anatomist	\textit{Back} is a body part for this bonus card, as listed in the \textit{European Expansion} rulebook (``Anatomist (birds with body parts in their names): back, leg, toe''), so \textbf{Canvasback} counts toward it.	https://stonemaiergames.com/games/wingspan/rules/comment-page-27/#comment-42572
20240909		Anatomist	\textbf{Desert Wheatear} counts toward the \textbf{Anatomist} bonus card (``ear'').	https://stonemaiergames.com/games/wingspan/rules/comment-page-70/#comment-86747
20200229		Anatomist	On this bonus card ``name'' refers only to the common name, not the scientific name.	https://www.boardgamegeek.com/thread/2379284/article/34170036#34170036
20190724		Barred Owl	This bird does not count toward the \textbf{Photographer} bonus card.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-31995
20200109b		Barrow's Goldeneye	You may not use this bird's power to lay an [egg] on another player's bird.	https://www.boardgamegeek.com/thread/2146296/article/33747572#33747572
20190921		Barrow's Goldeneye	A bird with a [star] nest counts as any and all nest types at all times throughout the game, including for egg-laying powers, bonus cards, and end-of-round goals. A power such as \textbf{Barrow's Goldeneye}'s that lays 1 [egg] on a bird with a [cavity] nest may lay it on a bird with a [star] nest.	https://stonemaiergames.com/games/wingspan/rules/comment-page-7/#comment-34970
20190729		Barrow's Goldeneye	This bird counts toward the \textbf{Photographer} bonus card.	https://www.boardgamegeek.com/thread/2246435/article/32571727#32571727
20250312		Common Goldeneye	For \textbf{Common Goldeneye}, birds with a [star] (wild) nest count as birds with a [cavity] nest.	https://stonemaiergames.com/games/wingspan/wingspan-european-expansion/comment-page-6/#comment-117352
20190729		Common Goldeneye	This bird counts toward the \textbf{Photographer} bonus card.	https://www.boardgamegeek.com/thread/2246435/article/32571727#32571727
20190729		Eurasian Golden Oriole	This bird counts toward the \textbf{Photographer} bonus card.	https://www.boardgamegeek.com/thread/2246435/article/32571727#32571727
20220307		Golden Eagle	When a bird power refers to a characteristic of other birds, only birds currently on your player mat are applicable, not birds in your hand or elsewhere, unless the power specifically says otherwise (such as a power that looks at the top card of the deck). \textbf{Hooded Merganser} therefore repeats the power of a bird with the [predator] icon already played in its habitat, and a bird whose power it repeats may also be activated in its own right during the same turn as the action cube moves along the row.	https://stonemaiergames.com/games/wingspan/rules/comment-page-44/#comment-51041
20200907		Golden Eagle	When paying a bird's food cost, you may exchange any 2 food tokens to stand in for 1 food of any type you lack. This exchange may be used multiple times in the same payment (e.g., paying 4 [seed] to replace 2 missing foods). The 2-for-1 exchange is only available when playing a bird.	https://stonemaiergames.com/games/wingspan/rules/comment-page-23/#comment-41158
20190729		Golden Eagle	This bird counts toward the \textbf{Photographer} bonus card.	https://www.boardgamegeek.com/thread/2246435/article/32571727#32571727
20190908	End of your turn		You may perform an action even if it precludes you from performing an action required at the end of your turn (e.g., discarding a [card] from your hand at the end of a turn in which you activated the \textbf{Black Tern}'s power).	https://www.facebook.com/groups/wingspanboardgame/permalink/397335327636742/?comment_id=397350010968607
20191010	End of your turn		If you perform more than one action ``at the end of your turn'', you may perform those actions in any order.	https://www.facebook.com/groups/wingspanboardgame/permalink/414814145888860/?comment_id=415023839201224&reply_comment_id=415302489173359
20220211		Snow Bunting	\textbf{Snow Bunting}'s power does not trigger during your own turn: if another player's ``once between turns'' power causes them to tuck a [card] while it is still your turn, it is not between your turns and \textbf{Snow Bunting} does not activate.	https://stonemaiergames.com/games/wingspan/rules/comment-page-41/#comment-50505
20220916		Snow Bunting	\textbf{Snow Bunting}'s power uses ``then,'' so you must tuck a [card] from your hand to gain the ``draw 1 [card]'' benefit.	https://stonemaiergames.com/games/wingspan/rules/comment-page-49/#comment-54945
20191229		Snow Bunting	Draw the [card] from the bird tray before it is refilled.	https://www.boardgamegeek.com/thread/2336787/article/33673995#33673995
20200405		Snow Bunting	This bird counts toward the \textbf{Bird Counter} bonus card despite the specification of brown powers in that bonus card's entry in the Appendix.	https://www.boardgamegeek.com/thread/2153031/article/34459426#34459426
20191126a		Snow Bunting	This bird counts toward the \textbf{Photographer} bonus card.	https://www.stonemaiergames.com/games/wingspan/rules/#comment-35706
20191126b		American Redstart	This bird's power lets you take 1 food from the birdfeeder, as if [wild] were replaced by [die] in the power text.	https://www.facebook.com/groups/wingspanboardgame/permalink/447732882596986/?comment_id=447733369263604
20191207		American Redstart	This bird does not count toward the \textbf{Anatomist} bonus card.	https://www.facebook.com/groups/wingspanboardgame/permalink/453193798717561/?comment_id=453409608695980&reply_comment_id=455637778473163
20191127		Greater Flamingo	This bird's power is brown despite its entry in the \textit{European Expansion} rulebook appendix.	https://www.facebook.com/groups/wingspanboardgame/permalink/448650129171928/?comment_id=448787489158192
